,sentiment,categories,urgency,risks,additional_info
486,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,[],
487,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment', 'cleanliness']",Immediate,[], 
488,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
489,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'delays', 'safety']",Non-Immediate,[],
490,Negative,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],"Heathrow Galleries lounge overcrowded and under staffed. Tables covered in used plates and glasses which staff were not clearing. Many empty dishes at the buffet. Unacceptably bad. The Dreamliner was comfortable but disappointing in a new aircraft to find that there is still a lack of easy access storage space and shelves next to the seat. As ever, a pre loaded tray with ill fitting tablecloth plonked in front of you. Food service more a Premium Economy product than club. No window blinds but a gimmicky and slow system which dims the Windows and was rather unsatisfactory. Overall a mediocre performance from BA which needs to up its business class game, particularly on new generation aircraft."
491,Negative,"['baggage handling', 'delays']",Non-Immediate,[],
492,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'entertainment', 'cleanliness']",Immediate,[],
493,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'staff behavior', 'delays', 'cleanliness']",Immediate,[],
494,Positive,"['in-flight service', 'staff behavior', 'delays', 'entertainment']",Non-Immediate,[],
495,Negative,"['in-flight service', 'ticketing', 'seating', 'staff behavior', 'entertainment', 'cleanliness']",Immediate,[], 
496,Positive,"['in-flight service', 'baggage handling', 'staff behavior', 'delays']",Non-Immediate,[],
497,Positive,"['in-flight service', 'staff behavior', 'delays']",Non-Immediate,[],"Flew Zurich to London Heathrow. Very friendly staff, great choice of complimentary drinks (even spirits such as Gin & Tonic, two sorts of whiskey are included), flight was on time, modern/refurbished cabin. What I generally love about British Airways is their cabin bag policy that allows customers to bring up to two bags on board for free."
498,Positive,"['in-flight service', 'baggage handling', 'ticketing', 'seating', 'staff behavior', 'delays', 'entertainment']",Immediate,['careless'],"Pisa to Chicago via London Heathrow. This route is one that I have done many times. Bought my ticket using British Airways miles and their part of the trip did not disappoint. The flight from Pisa to London Heathrow on an A320, was flawless. The check-in was normal, flight was fine, there were IFE and food and beverages served. I proceeded to my next flight, which was operated by American Airlines. Boarding was on time, which is the only positive thing about this flight. The seats are old, IFE had no selection of movies, when I searched for action and adventure there was only one film! How was I supposed to stay entertained on an 8 hour plus flight if there aren't any movies? The food was awful, and the best thing I can say is they gave lots of drinks. The food didn't sit well on the stomach, and trying to drink an alcoholic beverage just made it worse. I ordered a vegetarian meal, and was served a very bland and flavorless pasta. When breakfast was served I was given the same dish. The crew was careless and seemingly did not want to hear about my problems. There was no way to sit comfortably and I dreaded the flight since the moment my foot stepped aboard the plane. Arrived ahead of schedule, another positive thing. Once I cleared security I found that there is a British Airways flight, actually operated by British Airways, that arrives at the same time. Next time I fly this route with them I will make sure to not get an American Airlines leg, especially long haul. Truly unpleasant experience for the most of my journey."
499,Positive,"['in-flight service', 'seating', 'delays', 'cleanliness']",Immediate,[],
